Date,Open,High,Low,Close,Adj Close,Volume
2024-02-13,184.27999877929688,184.77000427246094,182.36000061035156,183.6999969482422,183.6999969482422,4290500
2024-02-14,185.0,185.0,182.25999450683594,183.57000732421875,183.57000732421875,3173400
2024-02-15,183.6199951171875,186.97999572753906,183.6199951171875,186.8699951171875,186.8699951171875,4714300
2024-02-16,186.6300048828125,188.9499969482422,185.9499969482422,187.63999938964844,187.63999938964844,4841900
2024-02-20,187.63999938964844,188.77000427246094,183.05999755859375,183.44000244140625,183.44000244140625,4247200
2024-02-21,182.55999755859375,183.02999877929688,178.75,179.6999969482422,179.6999969482422,4728500
2024-02-22,182.4499969482422,184.5500030517578,181.92999267578125,184.2100067138672,184.2100067138672,5078400
2024-02-23,184.89999389648438,186.4600067138672,184.57000732421875,185.72000122070312,185.72000122070312,3433800
2024-02-26,185.60000610351562,186.1300048828125,184.05999755859375,184.1300048828125,184.1300048828125,4620800
2024-02-27,184.16000366210938,185.1300048828125,182.6199951171875,184.8699951171875,184.8699951171875,3641400
2024-02-28,184.6300048828125,185.3699951171875,183.5500030517578,185.3000030517578,185.3000030517578,3216300
2024-02-29,186.14999389648438,186.85000610351562,184.69000244140625,185.02999877929688,185.02999877929688,6458500
2024-03-01,185.49000549316406,188.3800048828125,185.17999267578125,188.1999969482422,188.1999969482422,4017300
2024-03-04,187.75999450683594,193.89999389648438,187.60000610351562,193.05999755859375,193.05999755859375,7938300
2024-03-05,192.0,193.94000244140625,190.57000732421875,191.9499969482422,191.9499969482422,5653600
2024-03-06,193.5,198.1300048828125,192.9600067138672,196.16000366210938,196.16000366210938,6945800
2024-03-07,197.5800018310547,198.72999572753906,196.13999938964844,196.5399932861328,196.5399932861328,4604500
2024-03-08,196.05999755859375,197.77000427246094,194.3800048828125,195.9499969482422,195.9499969482422,3942500
2024-03-11,195.08999633789062,195.3800048828125,190.8800048828125,191.72999572753906,191.72999572753906,4725100
2024-03-12,192.4600067138672,199.17999267578125,192.14999389648438,197.77999877929688,197.77999877929688,5880100
2024-03-13,197.5500030517578,198.10000610351562,195.32000732421875,196.6999969482422,196.6999969482422,3993300
2024-03-14,196.9499969482422,197.75,192.1199951171875,193.42999267578125,193.42999267578125,4109600
2024-03-15,191.99000549316406,193.05999755859375,190.6999969482422,191.07000732421875,191.07000732421875,8827900
2024-03-18,191.6999969482422,193.22999572753906,190.32000732421875,191.69000244140625,191.69000244140625,5410600
2024-03-19,191.49000549316406,193.5800018310547,190.27999877929688,193.33999633789062,193.33999633789062,5317300
2024-03-20,192.8699951171875,193.97999572753906,191.30999755859375,193.9600067138672,193.9600067138672,3238600
2024-03-21,193.0,193.3699951171875,190.00999450683594,191.89999389648438,191.89999389648438,6013600
2024-03-22,192.0,192.99000549316406,190.50999450683594,190.83999633789062,190.83999633789062,3987700
2024-03-25,190.25999450683594,190.82000732421875,188.75,188.7899932861328,188.7899932861328,3718300
